"id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","compas_risk_score","two_year_recid","compas_binary_class","random_split"
2936,"black",0,27,0,1,1,1,4,0,0,"test"
2937,"white",0,20,0,0,0,1,5,1,1,"train"
2938,"black",0,27,0,0,1,1,1,0,0,"test"
2939,"black",1,24,0,0,6,0,6,0,1,"train"
2943,"white",0,42,0,0,0,1,1,0,0,"train"
2946,"white",0,25,0,0,1,1,3,0,0,"train"
2949,"white",0,46,0,0,1,1,1,1,0,"test"
2951,"black",0,25,0,0,0,1,4,0,0,"train"
2952,"black",0,22,0,0,0,1,3,0,0,"test"
2954,"white",0,21,0,0,0,1,4,0,0,"train"
2955,"black",0,30,0,0,1,0,2,0,0,"train"
2956,"white",0,46,0,0,9,0,5,0,1,"test"
2959,"black",0,26,0,0,2,0,7,0,1,"train"
2961,"black",0,33,0,0,0,1,5,1,1,"train"
2962,"black",0,40,0,0,1,0,1,0,0,"test"
2963,"white",0,34,0,0,0,1,4,0,0,"train"
2964,"white",0,22,0,0,1,1,2,1,0,"train"
2965,"hispanic",0,28,0,0,3,0,5,0,1,"train"
2968,"black",0,31,0,0,4,0,3,1,0,"train"
2969,"white",0,59,0,0,3,0,1,1,0,"train"
2970,"native american",0,37,0,0,0,1,2,0,0,"test"
2972,"black",0,50,0,0,0,1,1,0,0,"train"
2973,"other",1,21,0,0,2,1,4,1,0,"train"
2974,"black",0,57,0,0,8,1,5,1,1,"test"
2976,"black",0,31,0,0,5,0,5,0,1,"train"
2977,"black",1,51,0,0,1,0,7,0,1,"train"
2979,"black",0,44,0,0,9,1,8,0,1,"train"
2982,"black",0,48,0,0,5,1,9,1,1,"train"
2983,"white",1,25,0,0,0,1,4,0,0,"train"
2984,"black",0,51,0,0,5,0,3,0,0,"train"
2985,"white",0,50,0,0,0,1,1,1,0,"train"
2988,"white",0,57,0,0,2,1,1,0,0,"test"
2990,"white",0,55,0,0,0,0,1,0,0,"train"
2991,"black",0,59,0,0,4,1,3,1,0,"train"
2992,"black",1,42,0,0,0,1,1,0,0,"test"
2993,"hispanic",0,20,2,0,2,1,8,1,1,"train"
2995,"black",0,58,0,0,16,1,9,0,1,"train"
2996,"other",0,21,0,0,0,1,4,0,0,"test"
2997,"black",0,32,0,0,21,1,9,1,1,"train"
2998,"hispanic",1,24,0,0,0,0,4,0,0,"train"
3003,"black",0,42,0,0,1,1,4,0,0,"train"
3004,"black",0,29,0,0,8,1,8,1,1,"test"
3005,"black",0,21,0,0,1,1,6,0,1,"train"
3008,"white",0,31,0,0,1,0,2,1,0,"test"
3009,"hispanic",0,56,0,0,8,0,4,0,0,"train"
3010,"white",0,58,0,0,0,0,1,0,0,"train"
3014,"black",0,22,0,0,1,1,7,1,1,"train"
3015,"white",0,46,0,0,1,0,1,1,0,"test"
3019,"white",0,50,0,0,0,0,2,1,0,"train"
3020,"black",0,46,0,0,2,1,9,0,1,"train"
3021,"black",1,44,0,1,11,1,8,1,1,"train"
3022,"black",0,35,0,0,4,0,5,0,1,"train"
3023,"black",0,30,0,1,14,1,9,1,1,"train"
3025,"black",0,42,0,0,2,1,5,0,1,"train"
3027,"black",0,46,0,0,5,1,1,1,0,"train"
3029,"black",0,42,0,0,0,1,10,1,1,"test"
3030,"black",0,37,0,0,12,1,3,0,0,"train"
3031,"white",0,29,0,0,7,1,10,1,1,"train"
3032,"black",0,32,0,0,8,1,4,0,0,"test"
3033,"other",0,31,0,0,5,1,6,0,1,"train"
3034,"black",1,33,0,0,1,0,1,0,0,"test"
3035,"white",0,25,0,0,4,1,4,0,0,"train"
3036,"black",1,33,0,0,0,0,1,0,0,"train"
3037,"hispanic",0,21,0,0,1,1,5,0,1,"train"
3038,"white",1,64,0,0,7,0,3,0,0,"train"
3039,"white",0,35,0,0,1,1,1,1,0,"train"
3040,"black",0,56,0,0,1,1,1,0,0,"train"
3041,"white",0,38,0,0,0,0,3,1,0,"train"
3042,"black",1,40,0,0,4,0,1,0,0,"train"
3043,"black",0,34,0,0,3,1,7,0,1,"train"
3046,"black",0,28,0,0,4,1,4,0,0,"train"
3051,"black",0,51,0,0,0,0,1,0,0,"train"
3053,"black",0,35,0,0,2,0,2,0,0,"train"
3055,"black",0,61,0,0,5,1,2,0,0,"test"
3056,"black",0,25,0,0,0,1,3,0,0,"train"
3057,"black",0,25,0,0,4,1,7,1,1,"train"
3058,"black",0,26,0,0,0,0,5,0,1,"train"
3064,"white",0,42,0,0,1,0,1,0,0,"test"
3066,"black",1,25,0,0,1,1,4,0,0,"train"
3067,"black",0,26,0,1,13,0,10,1,1,"test"
3068,"black",0,31,0,0,9,1,7,0,1,"train"
3069,"white",0,35,0,0,1,1,2,0,0,"train"
3071,"black",1,41,0,0,4,1,2,1,0,"train"
3074,"white",0,34,0,0,0,1,1,0,0,"test"
3075,"white",0,46,0,0,5,0,1,0,0,"train"
3078,"white",1,33,0,0,1,0,2,0,0,"test"
3081,"black",0,30,0,0,3,1,2,0,0,"train"
3084,"black",1,50,0,0,7,0,4,0,0,"train"
3085,"black",0,21,0,0,0,1,5,0,1,"train"
3086,"hispanic",0,31,0,0,16,1,10,1,1,"test"
3087,"black",0,31,0,0,2,1,7,1,1,"train"
3089,"black",1,23,0,0,0,0,4,0,0,"train"
3090,"black",0,25,0,0,1,1,6,0,1,"test"
3093,"white",1,24,0,0,1,1,5,0,1,"train"
3094,"black",0,31,0,0,13,0,10,1,1,"train"
3096,"black",0,60,0,0,0,1,1,0,0,"train"
3101,"black",0,30,0,0,2,1,2,0,0,"train"
3104,"other",1,32,0,0,0,0,1,0,0,"train"
3107,"white",0,46,0,0,0,0,1,0,0,"test"
3110,"white",0,21,0,0,0,0,4,1,0,"train"
3111,"black",0,28,4,0,6,0,9,0,1,"test"
3112,"black",0,35,0,0,0,1,8,0,1,"test"
3113,"hispanic",0,34,0,0,2,1,3,1,0,"test"
3114,"asian",0,41,0,0,2,1,8,1,1,"train"
3115,"black",1,40,0,0,7,0,4,0,0,"train"
3116,"black",0,23,0,0,1,1,10,1,1,"train"
3117,"black",0,23,0,0,3,1,6,1,1,"test"
3118,"black",0,28,0,0,2,0,4,0,0,"test"
3120,"hispanic",0,21,0,0,0,1,4,1,0,"test"
3122,"white",0,46,0,0,2,0,4,0,0,"test"
3129,"black",0,56,0,0,1,1,2,0,0,"train"
3130,"black",0,41,0,0,19,1,6,0,1,"train"
3131,"hispanic",0,40,0,0,8,1,5,1,1,"train"
3132,"hispanic",0,30,0,0,5,1,3,1,0,"train"
3134,"black",0,24,0,0,1,0,4,1,0,"train"
3135,"black",0,25,0,0,7,1,8,0,1,"test"
3136,"white",1,33,0,0,0,0,1,0,0,"train"
3137,"white",0,48,0,0,2,0,8,0,1,"test"
3138,"black",0,33,0,0,11,1,6,1,1,"train"
3139,"hispanic",0,25,0,0,0,1,7,0,1,"train"
3143,"white",0,25,0,0,6,1,8,1,1,"test"
3144,"black",0,58,0,0,38,1,7,1,1,"test"
3145,"black",0,30,0,1,7,1,5,1,1,"test"
3146,"hispanic",0,37,0,0,0,1,3,1,0,"train"
3152,"white",1,43,0,0,7,1,8,0,1,"test"
3153,"white",0,32,0,0,0,1,3,0,0,"train"
3154,"other",0,33,0,0,3,1,7,0,1,"test"
3155,"other",0,39,0,1,4,1,2,1,0,"train"
3156,"white",0,49,0,0,4,1,1,0,0,"train"
3157,"white",0,24,0,0,0,1,4,0,0,"train"
3158,"black",0,26,0,0,1,1,9,0,1,"train"
3159,"white",0,42,0,0,0,1,2,0,0,"test"
3160,"black",0,22,0,0,1,1,6,1,1,"test"
3161,"hispanic",0,36,0,0,0,1,1,0,0,"train"
3162,"white",0,29,0,0,7,0,7,1,1,"test"
3163,"white",0,39,0,0,0,0,3,0,0,"train"
3164,"black",0,27,0,2,13,1,6,1,1,"train"
3165,"white",0,38,0,0,2,1,5,1,1,"train"
3166,"white",0,20,0,0,0,1,2,1,0,"test"
3168,"black",0,25,2,0,4,1,10,1,1,"train"
3169,"white",0,53,0,0,0,0,1,0,0,"train"
3170,"black",1,27,0,0,0,0,8,1,1,"test"
3174,"other",0,21,0,0,0,1,5,1,1,"train"
3175,"white",0,50,0,0,1,0,1,1,0,"train"
3176,"black",0,41,0,0,4,1,5,0,1,"test"
3177,"black",0,34,0,0,4,1,2,1,0,"test"
3178,"white",0,22,0,0,5,1,8,1,1,"train"
3181,"white",0,22,0,0,0,1,7,1,1,"train"
3182,"black",0,25,0,0,2,1,5,0,1,"train"
3183,"black",0,42,0,0,1,1,4,1,0,"train"
3186,"white",1,27,0,0,2,1,3,0,0,"test"
3188,"other",0,51,0,0,2,1,1,0,0,"test"
3189,"black",0,33,0,0,23,1,9,1,1,"train"
3190,"black",0,24,0,0,0,1,3,0,0,"train"
3191,"black",0,37,0,0,4,1,4,0,0,"train"
3192,"white",0,37,0,0,0,0,1,0,0,"train"
3197,"other",1,27,0,0,0,0,2,0,0,"train"
3198,"other",0,21,0,0,0,1,6,0,1,"train"
3200,"black",0,35,0,0,1,1,1,1,0,"test"
3203,"white",1,24,0,0,0,1,8,0,1,"test"
3204,"other",0,21,1,0,1,1,7,0,1,"train"
3205,"white",0,49,0,0,2,0,1,0,0,"train"
3206,"black",0,38,0,0,9,1,6,0,1,"train"
3207,"other",0,61,0,0,0,0,1,0,0,"train"
3208,"black",1,30,0,0,0,0,2,0,0,"train"
3209,"black",0,22,0,0,3,1,6,0,1,"train"
3212,"black",0,25,0,0,0,1,7,1,1,"test"
3214,"hispanic",1,30,0,0,3,0,3,1,0,"test"
3215,"white",0,52,0,0,0,0,1,0,0,"test"
3217,"white",0,26,0,0,0,1,2,0,0,"train"
3218,"other",0,26,0,0,0,0,4,0,0,"train"
3222,"black",0,29,0,1,6,1,7,0,1,"test"
3223,"white",0,45,0,0,9,1,9,1,1,"test"
3225,"black",0,20,0,0,0,1,9,1,1,"test"
3226,"black",0,29,0,0,4,1,8,0,1,"train"
3227,"white",0,43,0,0,1,1,6,1,1,"train"
3229,"white",0,26,0,0,2,1,5,0,1,"train"
3230,"black",1,46,0,0,4,1,4,0,0,"train"
3232,"black",1,46,0,0,0,1,1,0,0,"train"
3234,"white",0,39,0,0,8,1,1,0,0,"test"
3236,"black",0,29,0,0,12,1,10,1,1,"train"
3237,"white",0,41,0,0,0,0,1,0,0,"test"
3238,"black",0,29,0,0,11,1,10,1,1,"test"
3240,"black",1,25,0,0,5,1,7,0,1,"test"
3242,"black",0,23,1,0,2,1,7,0,1,"train"
3243,"black",1,46,0,0,1,1,8,1,1,"train"
3246,"white",0,30,0,0,0,0,3,0,0,"train"
3247,"white",0,34,0,0,1,1,6,0,1,"test"
3248,"white",0,70,0,0,11,1,1,1,0,"train"
3250,"white",0,52,0,0,2,1,1,0,0,"test"
3255,"black",0,51,0,0,4,0,2,0,0,"train"
3259,"native american",1,45,0,0,15,1,10,1,1,"train"
3260,"black",0,55,0,0,21,1,6,1,1,"test"
3261,"white",1,49,0,0,1,1,1,0,0,"train"
3262,"black",1,26,0,0,9,0,6,1,1,"train"
3265,"white",1,47,0,0,0,1,1,0,0,"train"
3267,"black",0,27,0,0,0,0,2,0,0,"train"
3268,"white",0,25,0,2,5,0,7,1,1,"test"
3270,"black",0,21,0,1,1,1,10,1,1,"train"
3272,"black",0,37,0,0,26,1,10,1,1,"train"
3273,"black",0,21,0,0,1,1,9,1,1,"test"
3274,"black",0,21,0,0,0,1,6,0,1,"test"
3278,"black",0,25,0,0,4,1,10,1,1,"train"
3280,"black",1,27,0,0,3,1,5,1,1,"test"
3281,"white",0,30,0,0,3,1,4,1,0,"train"
3283,"white",0,70,0,0,0,0,1,0,0,"train"
3284,"white",0,37,0,0,11,1,9,1,1,"train"
3285,"black",0,46,0,0,5,1,5,1,1,"train"
3286,"other",0,40,0,0,4,0,1,1,0,"train"
3287,"black",0,20,1,0,1,1,8,1,1,"train"
3288,"black",0,43,0,0,18,1,4,1,0,"train"
3289,"black",0,38,0,0,15,1,6,0,1,"train"
3290,"black",0,29,0,0,0,1,4,0,0,"test"
3291,"black",0,37,0,0,8,0,2,1,0,"train"
3292,"hispanic",0,38,0,0,3,1,4,0,0,"test"
3293,"white",1,27,0,0,0,1,3,0,0,"test"
3294,"other",1,20,0,0,0,0,5,1,1,"train"
3295,"hispanic",0,44,0,0,0,0,1,0,0,"train"
3298,"white",0,31,0,0,6,0,5,0,1,"train"
3299,"black",0,29,0,0,3,1,2,1,0,"train"
3300,"white",0,48,0,0,13,1,7,1,1,"test"
3301,"black",1,30,0,0,0,0,2,0,0,"train"
3302,"white",1,25,0,0,2,1,5,1,1,"train"
3304,"black",0,40,0,0,3,1,2,0,0,"test"
3305,"white",1,49,0,0,3,1,2,0,0,"train"
3306,"white",0,33,0,0,1,0,3,0,0,"train"
3309,"white",0,26,0,0,5,1,5,1,1,"test"
3310,"hispanic",0,31,0,1,1,0,3,0,0,"train"
3312,"white",0,61,0,0,1,0,1,0,0,"test"
3314,"white",0,30,0,0,2,1,4,0,0,"train"
3315,"white",0,62,0,0,0,0,1,0,0,"test"
3316,"white",1,27,0,0,4,0,8,1,1,"test"
3318,"white",0,48,0,0,9,1,6,0,1,"train"
3319,"white",1,40,0,0,0,1,2,0,0,"train"
3320,"white",0,24,0,0,0,1,4,0,0,"train"
3322,"black",0,22,0,0,0,1,4,1,0,"train"
3323,"black",0,30,0,0,4,0,8,1,1,"train"
3324,"white",0,63,0,0,0,0,1,0,0,"test"
3325,"hispanic",0,46,0,0,0,0,1,0,0,"train"
3326,"black",0,33,0,0,4,1,10,0,1,"train"
3328,"black",1,21,1,0,1,1,6,1,1,"test"
3329,"white",0,43,0,0,0,0,4,1,0,"train"
3331,"black",0,26,0,0,3,1,10,1,1,"test"
3332,"black",0,51,0,0,1,1,1,0,0,"test"
3333,"white",0,39,0,0,3,1,1,1,0,"train"
3335,"hispanic",1,30,0,0,0,0,3,1,0,"train"
3337,"black",0,32,0,0,14,1,8,1,1,"train"
3338,"black",0,22,0,0,0,0,6,0,1,"test"
3339,"white",0,59,0,0,0,1,1,0,0,"train"
3340,"black",0,38,0,5,37,0,7,1,1,"test"
3341,"black",0,23,0,0,2,1,6,0,1,"test"
3342,"black",0,42,0,0,0,0,1,1,0,"train"
3343,"black",0,20,1,0,1,1,3,1,0,"test"
3344,"black",0,38,0,0,2,1,7,1,1,"test"
3345,"white",1,34,0,0,2,1,3,0,0,"train"
3347,"black",1,36,0,0,7,1,3,1,0,"test"
3348,"white",0,35,0,0,7,1,4,1,0,"test"
3349,"black",0,36,0,0,0,0,3,1,0,"test"
3350,"black",0,31,0,0,1,1,1,0,0,"test"
3351,"black",1,28,0,0,3,1,4,1,0,"test"
3354,"black",0,28,0,0,1,1,2,1,0,"train"
3356,"white",0,60,0,0,3,1,1,0,0,"train"
3357,"black",0,43,0,0,0,1,4,0,0,"train"
3358,"black",0,40,0,0,1,1,1,0,0,"test"
3359,"black",0,31,0,2,15,1,9,1,1,"test"
3360,"black",0,54,0,0,6,1,7,1,1,"test"
3361,"black",0,26,0,0,1,1,6,0,1,"train"
3362,"black",0,24,0,0,17,1,9,1,1,"train"
3363,"hispanic",0,41,0,0,0,1,1,1,0,"train"
3369,"black",0,21,0,0,1,1,9,1,1,"train"
3370,"hispanic",1,29,0,0,1,1,2,1,0,"test"
3371,"black",0,22,0,0,0,1,3,0,0,"train"
3375,"hispanic",0,52,0,0,9,1,7,1,1,"train"
3376,"other",1,40,0,0,0,1,1,0,0,"train"
3377,"white",1,37,0,0,0,1,1,0,0,"test"
3379,"other",0,21,0,0,1,1,4,0,0,"train"
3380,"black",1,45,0,0,1,1,4,0,0,"train"
3381,"black",0,29,0,0,1,0,2,1,0,"train"
3383,"black",0,46,0,0,10,1,5,1,1,"train"
3384,"white",0,21,0,1,1,1,8,0,1,"train"
3385,"black",0,50,1,0,7,0,9,0,1,"train"
3386,"white",0,35,0,0,6,1,5,1,1,"train"
3387,"black",0,52,0,0,1,0,1,1,0,"train"
3390,"white",0,48,0,0,0,0,1,0,0,"train"
3391,"black",1,29,0,0,9,0,8,1,1,"train"
3392,"white",0,48,0,0,0,0,1,0,0,"test"
3393,"black",0,31,0,0,10,1,6,1,1,"train"
3394,"white",0,21,0,0,3,1,8,1,1,"test"
3395,"other",0,32,0,0,0,1,1,1,0,"train"
3396,"black",0,47,0,0,0,0,5,0,1,"train"
3397,"black",0,62,0,0,1,0,7,0,1,"train"
3398,"black",0,21,1,2,3,1,10,1,1,"test"
3399,"black",0,35,3,0,13,1,10,0,1,"train"
3401,"black",0,46,0,0,3,0,1,1,0,"test"
3403,"black",0,34,0,0,5,1,4,1,0,"test"
3404,"black",0,52,0,0,2,1,1,0,0,"train"
3405,"black",1,39,0,1,7,1,2,0,0,"train"
3406,"white",0,21,0,0,0,0,8,1,1,"train"
3407,"white",0,53,0,0,1,0,1,0,0,"train"
3408,"white",1,19,0,0,0,1,3,1,0,"test"
3409,"black",0,22,0,0,0,0,6,0,1,"train"
3410,"black",0,45,0,0,1,1,3,0,0,"train"
3411,"white",1,27,0,0,0,1,2,0,0,"test"
3412,"white",0,25,0,0,0,0,2,0,0,"train"
3413,"white",0,30,0,0,0,1,4,1,0,"train"
3415,"black",0,31,0,0,2,1,5,1,1,"train"
3417,"white",0,28,0,0,3,1,3,0,0,"test"
3418,"black",0,36,0,0,3,0,2,1,0,"test"
3419,"black",0,27,0,0,7,1,5,1,1,"test"
3420,"black",0,42,0,0,1,1,2,0,0,"train"
3422,"white",0,35,0,0,0,1,5,1,1,"test"
3423,"white",1,33,0,0,2,1,2,0,0,"train"
3425,"hispanic",0,24,1,0,6,1,10,1,1,"train"
3426,"black",0,25,0,1,21,1,10,1,1,"test"
3427,"white",1,42,0,0,0,0,1,0,0,"test"
3429,"black",0,21,0,0,0,1,6,1,1,"train"
3431,"black",1,28,0,0,0,0,2,0,0,"test"
3434,"black",0,27,0,0,25,1,10,1,1,"train"
3437,"white",1,21,0,0,0,1,6,0,1,"train"
3438,"white",0,26,0,0,0,0,6,1,1,"train"
3439,"white",0,36,0,0,0,1,1,0,0,"train"
3440,"black",0,23,0,0,1,0,8,1,1,"train"
3441,"white",0,49,0,0,0,1,7,1,1,"test"
3442,"black",0,29,0,0,11,1,8,1,1,"test"
3444,"white",0,44,0,0,0,1,2,1,0,"test"
3445,"white",0,28,0,0,1,0,3,0,0,"train"
3446,"black",0,27,0,0,2,0,6,1,1,"train"
3448,"black",1,35,0,0,12,1,7,1,1,"test"
3449,"black",0,36,0,0,19,0,8,1,1,"train"
3451,"white",0,46,0,0,2,0,2,0,0,"train"
3452,"black",0,34,0,0,3,1,1,0,0,"test"
3453,"black",0,45,0,0,15,1,3,1,0,"train"
3454,"black",0,28,0,0,9,1,3,1,0,"train"
3455,"black",1,25,0,0,1,1,3,0,0,"train"
3456,"black",0,21,0,1,1,0,8,0,1,"train"
3457,"black",0,48,0,0,1,1,1,0,0,"train"
3458,"white",0,37,0,0,1,0,2,0,0,"train"
3460,"black",0,24,0,0,3,1,6,1,1,"test"
3462,"white",0,37,0,0,1,0,1,1,0,"test"
3463,"white",0,39,0,0,1,1,3,0,0,"test"
3464,"white",0,24,0,0,1,1,5,1,1,"train"
3465,"other",0,49,0,0,2,1,1,0,0,"train"
3468,"black",0,35,0,0,3,1,10,1,1,"train"
3470,"black",0,23,0,0,1,1,2,1,0,"train"
3474,"white",0,36,0,0,4,1,3,1,0,"test"
3475,"white",0,43,0,0,5,1,5,0,1,"train"
3476,"black",0,28,0,0,6,0,8,1,1,"train"
3479,"black",1,21,1,0,4,1,10,1,1,"train"
3480,"black",0,53,0,0,1,0,2,0,0,"train"
3481,"black",1,27,0,0,2,0,4,1,0,"train"
3483,"white",0,39,0,0,0,0,1,0,0,"train"
3484,"black",0,47,0,0,22,1,7,1,1,"train"
3485,"black",0,28,0,0,4,1,2,1,0,"train"
3487,"white",0,49,0,0,7,1,6,0,1,"train"
3488,"white",0,36,0,0,2,1,1,0,0,"test"
3489,"black",1,24,0,0,1,1,9,0,1,"train"
3491,"hispanic",0,35,0,0,0,0,2,0,0,"train"
3492,"black",0,23,0,0,3,1,7,0,1,"test"
3493,"black",0,26,0,0,2,1,2,0,0,"train"
3498,"black",0,31,0,0,7,1,4,1,0,"train"
3499,"black",1,30,0,3,14,1,10,1,1,"test"
3500,"white",0,25,0,0,2,0,6,0,1,"train"
3501,"black",0,24,0,0,6,1,10,1,1,"test"
3502,"hispanic",0,34,0,0,1,1,1,1,0,"train"
3504,"black",0,26,0,0,2,0,4,0,0,"test"
3506,"black",0,26,0,0,7,0,8,0,1,"train"
3507,"hispanic",0,60,0,0,0,1,1,0,0,"train"
3508,"black",1,20,0,0,0,1,5,0,1,"test"
3510,"white",0,36,1,0,10,0,9,1,1,"train"
3511,"white",0,23,0,0,0,1,3,0,0,"train"
3512,"black",0,26,0,0,5,1,7,1,1,"test"
3515,"white",0,40,0,0,4,0,1,0,0,"test"
3516,"other",0,28,0,0,1,1,3,1,0,"train"
3517,"hispanic",0,49,0,0,1,1,1,1,0,"train"
3519,"black",0,46,0,0,8,1,3,1,0,"train"
3521,"black",0,19,0,1,1,1,10,1,1,"train"
3523,"white",0,53,0,0,1,1,1,0,0,"train"
3525,"white",0,56,0,0,5,1,2,0,0,"train"
3528,"black",1,24,0,0,0,1,3,0,0,"test"
3529,"hispanic",0,31,0,0,0,1,1,0,0,"train"
3531,"white",1,33,0,0,2,1,3,0,0,"train"
3533,"white",0,26,0,3,8,1,10,1,1,"train"
3534,"white",0,56,0,0,1,0,1,0,0,"train"
3535,"white",0,32,0,0,2,1,2,0,0,"test"
3536,"white",0,25,0,0,0,1,2,1,0,"train"
3538,"black",0,21,0,0,1,1,2,0,0,"train"
3539,"black",0,38,0,0,3,1,5,0,1,"test"
3540,"white",0,23,0,0,0,1,2,0,0,"train"
3541,"black",0,67,0,0,4,0,1,0,0,"train"
3542,"white",0,20,0,0,0,1,6,1,1,"train"
3543,"white",1,39,0,0,4,1,1,1,0,"train"
3544,"black",0,24,0,0,1,1,2,1,0,"train"
3546,"hispanic",0,23,0,0,0,1,2,0,0,"train"
3547,"black",0,49,0,0,3,1,4,0,0,"train"
3550,"black",0,31,0,0,7,1,7,1,1,"train"
3551,"black",0,20,0,0,1,1,6,1,1,"train"
3552,"white",0,28,0,0,0,0,3,0,0,"test"
3554,"white",0,67,0,0,3,1,1,0,0,"test"
3556,"hispanic",0,33,0,0,0,1,1,0,0,"train"
3557,"hispanic",0,20,1,0,1,1,8,1,1,"train"
3560,"white",0,40,0,0,4,1,3,0,0,"test"
3562,"black",0,52,0,0,0,1,1,0,0,"test"
3563,"black",0,45,0,0,17,1,7,1,1,"test"
3564,"black",0,27,0,0,8,1,7,1,1,"train"
3566,"white",0,22,0,0,1,1,9,0,1,"train"
3568,"white",0,36,0,0,9,1,7,0,1,"test"
3570,"white",0,40,0,0,0,0,1,1,0,"test"
3571,"white",0,30,0,0,1,0,8,1,1,"train"
3573,"black",0,42,0,0,1,1,1,0,0,"train"
3574,"black",0,24,0,0,2,1,3,1,0,"train"
3576,"white",0,46,0,0,4,1,2,0,0,"train"
3577,"black",0,38,0,0,4,1,3,0,0,"train"
3578,"hispanic",0,39,0,0,2,1,1,1,0,"train"
3582,"hispanic",1,32,0,0,0,0,3,1,0,"test"
3584,"white",0,26,0,0,0,0,5,0,1,"test"
3585,"white",0,54,0,0,1,0,1,1,0,"train"
3591,"hispanic",0,27,0,0,2,1,3,0,0,"test"
3593,"white",0,61,0,0,1,1,4,0,0,"train"
3594,"black",0,51,0,0,1,0,4,1,0,"train"
3596,"white",0,57,0,0,0,1,1,0,0,"train"
3597,"white",0,24,0,0,3,0,5,1,1,"train"
3598,"black",0,34,0,0,1,1,1,0,0,"train"
3600,"hispanic",0,27,0,0,1,1,2,0,0,"train"
3601,"black",1,28,0,0,10,0,7,1,1,"train"
3602,"black",0,35,0,0,10,0,8,1,1,"test"
3603,"black",0,30,0,0,6,1,6,1,1,"train"
3604,"other",0,53,0,0,1,1,5,0,1,"test"
3605,"black",0,44,0,0,0,1,1,0,0,"train"
3607,"white",0,57,0,0,3,0,3,1,0,"train"
3611,"white",0,61,0,0,10,1,6,0,1,"train"
3614,"black",0,26,0,0,1,1,9,1,1,"train"
3616,"black",0,48,1,0,10,1,7,1,1,"test"
3617,"black",0,42,0,0,4,0,1,0,0,"train"
3618,"white",0,38,0,0,10,1,8,1,1,"test"
3619,"black",0,39,0,0,4,1,2,0,0,"train"
3620,"white",1,53,0,0,0,0,1,0,0,"train"
3622,"black",0,26,0,0,3,0,10,0,1,"train"
3624,"black",0,22,0,0,1,1,7,1,1,"train"
3626,"white",0,50,0,0,0,1,7,0,1,"train"
3627,"white",0,44,3,0,16,0,7,0,1,"test"
3628,"black",0,24,0,1,4,1,6,1,1,"train"
3629,"black",0,21,0,0,0,1,7,1,1,"train"
3630,"white",0,50,0,0,0,1,1,0,0,"test"
3631,"white",1,36,0,0,0,0,1,0,0,"train"
3634,"white",0,39,0,0,0,1,3,0,0,"train"
3635,"black",1,24,0,0,2,1,4,0,0,"test"
3636,"black",1,54,0,0,7,1,6,0,1,"train"
3639,"black",0,29,0,0,0,0,2,0,0,"test"
3641,"white",0,26,0,0,0,0,6,0,1,"train"
3642,"black",0,41,0,0,3,1,4,1,0,"train"
3643,"black",0,23,0,0,1,1,6,1,1,"test"
3645,"white",0,34,0,0,0,0,1,0,0,"train"
3646,"white",0,31,0,0,11,1,7,1,1,"test"
3647,"black",0,20,0,0,0,1,3,0,0,"train"
3648,"black",0,49,0,0,10,1,6,1,1,"train"
3649,"black",0,26,0,0,4,1,8,1,1,"train"
3652,"black",0,28,0,0,1,1,4,1,0,"train"
3653,"black",0,26,0,0,0,1,2,0,0,"test"
3655,"black",0,55,0,0,1,1,4,0,0,"test"
3656,"black",0,22,0,0,0,0,9,0,1,"train"
3657,"black",1,26,0,0,0,0,4,0,0,"train"
3658,"other",0,56,0,0,0,0,1,0,0,"train"
3659,"white",0,66,0,0,1,1,1,0,0,"test"
3660,"other",0,46,0,0,2,1,3,0,0,"test"
3661,"black",0,58,0,0,16,1,6,1,1,"train"
3662,"black",0,28,0,0,4,1,7,0,1,"train"
3663,"black",0,33,0,0,8,1,6,0,1,"test"
3666,"black",1,31,0,0,0,0,2,0,0,"test"
3667,"black",0,26,0,0,1,0,5,0,1,"train"
3668,"black",0,35,0,0,4,0,5,0,1,"train"
3669,"white",1,41,0,0,12,1,7,1,1,"train"
3671,"white",0,34,0,0,0,0,1,0,0,"test"
3673,"other",0,33,0,0,0,1,1,0,0,"train"
3674,"black",1,32,0,0,0,1,2,0,0,"test"
3675,"black",0,37,0,0,9,1,6,1,1,"test"
3676,"black",0,50,0,0,1,1,5,0,1,"train"
3678,"white",0,35,0,0,1,1,2,0,0,"train"
3679,"white",1,47,0,0,0,0,3,1,0,"test"
3681,"black",1,52,0,0,8,1,9,0,1,"train"
3684,"black",0,26,0,1,5,1,7,1,1,"train"
3685,"black",0,36,0,0,1,0,9,1,1,"train"
3687,"black",0,45,0,0,13,1,1,1,0,"train"
3691,"other",0,19,0,0,0,0,9,1,1,"train"
3692,"black",0,41,0,0,8,1,2,1,0,"train"
3693,"black",0,24,0,0,0,0,2,0,0,"test"
3696,"black",0,21,0,1,1,1,9,0,1,"train"
3697,"white",0,54,0,0,0,0,1,0,0,"train"
3698,"white",0,49,0,0,0,1,1,0,0,"train"
3699,"white",0,42,0,0,1,1,2,0,0,"train"
3700,"black",0,21,0,0,1,1,4,1,0,"train"
3701,"black",0,61,0,0,30,1,4,0,0,"test"
3702,"white",0,46,0,0,5,1,8,1,1,"train"
3703,"white",0,74,0,0,0,0,1,0,0,"test"
